좋아요	2.9527606222300258
좋은데	2.251907199235719
good	1.8491984037755202
좋네요	1.8169588665472602
좋음	1.7246830948415321
좋습니다	1.6709440517110479
최고	1.6201384608282334
감사합니다	1.5747820031620254
너무좋아요	1.4445872355522489
근데	1.326636953086338
있습니다	1.3044598557124025
아주좋아요	1.2346810317447146
좋아	1.182774871944742
추가해주세요	1.179038258497266
다좋은데	1.1551426728890044
편해요	1.0784052977699103
좋고	1.07381743810381
감사	1.064778009755287
같아요	1.0454006563436928
좋은	1.0383077433608938
굿굿	1.002114292889251
제가	0.9887222692231149
최고의	0.9868726272030411
좋다	0.9793795124540977
좋네	0.9563002345487744
잘쓰고	0.9314680738978124
최고에요	0.913119329239129
쵝오	0.9059027051729514
좋겠네요	0.9053388771286865
아리아	0.9017962345978487
그런데	0.8899175643339942
nugu	0.8885840914486435
조아요	0.8870554536820461
빅스비보다	0.8825332568884904
좋겠어요	0.8727164780987425
있었으면	0.8655573786278782
그래도	0.8434235629107922
부탁드려요	0.8036579009439626
해제	0.8034096589961174
다만	0.7739714991306428
없어도	0.7724026755470011
되면	0.7633817296612432
있는데요	0.7495691775658245
유용하게	0.749049110165835
오류좀	0.7313003670191773
신기하네요	0.7195214183601373
좋겠습니다	0.7129393609651241
가끔	0.7103979939021575
기대합니다	0.7066491554797969
잘되는데	0.7047698886480492
애들이	0.7040708424592048
정말좋은데	0.699031981447862
좋은데요	0.6916458018087008
있으면	0.6865465977775544
클로바앱	0.685589765722185
좋은것	0.6795555362670386
튕깁니다	0.6767340883789466
한가지	0.6744212327459636
와우	0.6736705558667346
짱짱	0.6698925880120078
유용한	0.6690819266217973
하지만	0.6631138663761463
고마워요	0.6610511067191989
좋아좋아	0.6608008948362682
굿잡	0.660676947632732
아주	0.6597981226807742
잘쓰고있습니다	0.6594485725809108
넘나	0.6570035901936708
좋은것같아요	0.6450566919507171
쓸만해요	0.6209923049414539
필요해요	0.618671163582726
대기상태인데	0.6120274845270844
안되요ㅜㅠ	0.6120274845270844
옆에있고	0.6120274845270844
레알	0.6106742403332849
속터져	0.6101623782804675
좋아서	0.6087824523518651
있었는데	0.6014538960215109
그대로	0.5972902398337794
없어서	0.5939968618747723
합니다	0.5932947405932364
라디오	0.5909330132911684
설명서대로	0.5900792875202934
연결하래서	0.5900792875202934
오류이후	0.5900792875202934
왜이러는겁니까	0.5900792875202934
재부팅했더니	0.5900792875202934
위젯이	0.5892313319539
드디어	0.5849888592876915
편리하고	0.5849844900629337
혹시	0.58381847468924
편리해요	0.5837050202960137
좋네여	0.5830997825613919
샐리	0.5827427212905256
만족합니다	0.5826240868275012
듣고	0.5821588780722367
멜론을	0.5814393324966113
괜찮네요	0.5733881907246191
좋았어요	0.5702205923016517
u플러스	0.5685525073880707
설정에	0.566953657465835
많은	0.5665624008554856
만족	0.5662524286549664
영어로	0.5662355373074771
클로바에서	0.5595600815612237
편하고	0.5558240069159577
쓰고	0.5525781970168955
저는	0.5499614612277828
틀어버립니다	0.549023585054801
크게	0.5458782325897584
저기	0.5401318965095123
연동	0.5367673431488229
발전하면	0.5366927030231969
싶은데	0.5302422180141835
ㅎㅎ	0.5299692600197539
안뜨는데	0.5297125429790263
되네요	0.5294309544745132
편한	0.5263250272733521
랜덤	0.5259310704297325
대답을	0.5255513994452224
기능으로	0.5250271176610631
밖에서	0.5237766028704146
싶다	0.5232918096931595
편함	0.5219960682990663
싶어요	0.5214564615448135
클라우드가	0.5179870162365166
헤이	0.5163408674342267
시리보다	0.5160579545202688
기대됩니다	0.5159635673810908
위치	0.5154067499081173
있어서	0.5118190111154175
감지됐대요	0.5105965880995036
켜져있기도하네	0.5053925564200173
알려주세요	0.5019466900060753
됩니다	0.5003293909219844
조와요	0.4986789346014076
개좋음	0.4983690278058786
너무좋아용	0.49824298990377713
편리하네요	0.49799815662366226
멋짐	0.49797827371683145
드뎌	0.4976375807312691
연결해서	0.4967775519961935
사용하고있는데	0.4961129349645479
처음에	0.4955403799481154
카카오미니	0.48842706089386534
누구하고	0.48651701544232273
맘에	0.48517154466088847
되는	0.48398568199565256
알람이	0.4838298595452813
많이	0.48288338746361337
앞으로도	0.4811991833388426
하나의	0.4811060648927682
무한루프걸린듯	0.4807470879428637
캘린더	0.4803819743968253
듭니다	0.47714593361254204
햇는데	0.47683380956583205
근대이거	0.4737877333916921
얘가	0.4733455234201821
클로바를	0.4732303354039127
화이팅	0.4704341925217174
모르겟고	0.4698263432129516
받앗는데도	0.4698263432129516
실행햇는데	0.4698263432129516
안됫는지는	0.4698263432129516
고맙습니다	0.4686661009448888
언제부터	0.46857507522223074
좀더	0.46794939210825104
이것좀	0.4648591663767568
좋을거	0.460540179484133
연결하려	0.4554650187916248
최고입니다	0.4551380038587189
중지되었다고	0.45506148405279173
잘됩니다	0.4547464253171003
들어갈수는	0.4530736768882059
잘쓰고있어요	0.4515729973827648
더욱	0.44981202412339133
부탁드립니다	0.44896891692915597
똑같이	0.44895185034044377
연동되게	0.4478014725496762
ㄷㄷ	0.4466931975065443
꿀잼	0.445600660053325
나이스	0.44390847561277946
좋와요	0.44390751756110974
집에서	0.44334917555969705
있게	0.44275806031684894
추천합니다	0.44019408291760653
새로운	0.43925911590816535
설정에서	0.43562477414293876
편리한데	0.4352391601402781
되었습니다	0.43483198597686973
분리도	0.4344936487468087
신호	0.4344936487468087
신호도	0.4344936487468087
어뎁터와	0.4344936487468087
해보아도	0.4344936487468087
끄라고	0.4344609104437456
에러를	0.4344609104437456
일으키고	0.4344609104437456
